index_no,port_name,country,latitude,longitude
48440,KHOSROWABAD,IR,30.166667,48.416667
45337,BOURI OIL FIELD,LY,33.9,12.65
45323,KHOMS,LY,32.666667,14.25
45444,MENZEL BOURGUIBA,TN,37.15,9.8
45432,RADES,TN,36.816667,10.3
45525,DJEN-DJEN,DZ,36.816667,5.883333
45802,AGADIR,MA,30.433333,-9.633333
46306,PUNTA EUROPA TERMINAL,GQ,3.783333,8.716667
46320,MALABO,GQ,3.75,8.783333
46330,LUBA,GQ,3.5,8.566667
46375,SANTO ANTONIO,ST,1.65,7.45
46380,SAO TOME,ST,0.35,6.733333
46460,YOMBO TERMINAL,CG,-4.45,11.1
46495,FUTILA TERMINAL,AO,-5.45,12.183333
46488,KUITO OIL FIELD,AO,-5.466667,11.5
420,NESKAUPSTADUR,IS,65.15,-13.683333
35650,NEWHAVEN HARBOUR,GB,50.783333,0.05
35690,RYE HARBOUR,GB,50.933333,0.766667
450,BUDIR,IS,64.933333,-14.016667
510,VESTMANNAEYJAR,IS,63.433333,-20.283333
59930,HAIMEN,CN,28.683333,121.45
35710,DOVER HARBOR,GB,51.116667,1.333333
35715,RAMSGATE,GB,51.333333,1.416667
45796,EL JORF LASFAR,MA,33.116667,-8.616667
46008,ESPOIR MARINE TERMINAL,CI,5.05,-4.45
45970,BAOBAB MARINE TERMINAL,CI,4.966667,-4.55
46235,ODUDU TERMINAL,NG,4,7.766667
46238,OKONO TERMINAL,NG,3.983333,7.3
46240,OKWORI TERMINAL,NG,3.85,6.983333
46208,ONNE,NG,4.683333,7.15
45163,EL MAADIYA,EG,31.266667,30.15
45165,AL ISKANDARIYH (ALEXANDRIA),EG,31.166667,29.833333
46549,GIRASSOL TERMINAL,AO,-7.65,11.683333
48630,KANDLA,IN,23.033333,70.216667
35980,ALDERNEY HARBOUR,GG,49.733333,-2.2
35990,SAINT SAMPSON,GG,49.483333,-2.516667
36000,SAINT PETER PORT,GG,49.45,-2.533333
36110,GRANVILLE,FR,48.833333,-1.6
36130,SAINT-MALO,FR,48.65,-2.016667
36220,LE LEGUE,FR,48.533333,-2.75
51180,PROBOLINGGO,ID,-7.716667,113.216667
46237,AGBAMI OIL TERMINAL,NG,3.466667,5.566667
46239,EGINA OIL TERMINAL,NG,3.066667,6.7
46241,AKPO OIL TERMINAL,NG,3.133333,6.816667
46452,OLOWI MARINE TERMINAL,GA,-3.133333,10.216667
46459,DUSSAFU TERMINAL,CG,-4.25,10.816667
46541,KIZOMBA A TERMINAL,AO,-6.316667,11.05
46535,PSVM TERMINAL,CD,0,0
46542,KIZOMBA B TERMINAL,AO,-6.35,11.15
46543,KIZOMBA C TERMINAL,AO,-6.316667,11.283333
46551,DALIA TERMINAL,AO,-7.683333,11.766667
46552,GREATER PLUTONIO TERMINAL,AO,-7.833333,12.1
46451,ETAME TERMINAL,GA,-3.75,10.516667
46544,PSVM TERMINAL,AO,-6.25,10.733333
35732,DUNKERQUE PORT OUEST,FR,51.066667,2.35
35740,GRAVELINES,FR,51,2.116667
35750,CALAIS,FR,50.966667,1.85
12570,IQUITOS,PE,-3.75,-73.233333
12585,ITAQUI,BR,-2.566667,-44.366667
21690,STOKKMARKNES,NO,68.566667,14.916667
21820,REINE,NO,67.933333,13.1
21840,BALLSTAD,NO,68.066667,13.7
21870,STAMSUND,NO,68.116667,13.85
21880,HENNINGSVAER,NO,68.15,14.216667
21900,SVOLVAER,NO,68.233333,14.583333
21910,SKROVA HAVN,NO,68.166667,14.666667
21920,BRETTESNES,NO,68.233333,14.85
21950,LODINGEN,NO,68.416667,16
21970,ULVIK,NO,68.566667,16.266667
22010,LILANDSGRUNNEN,NO,68.483333,16.883333
22030,NARVIK,NO,68.433333,17.416667
22050,LITLE BALLANGEN,NO,68.333333,16.85
22120,DRAG,NO,68.05,16.083333
22140,KORSNES,NO,68.25,16.066667
22160,TRANOY,NO,68.183333,15.666667
22270,KJERRINGOY,NO,67.516667,14.766667
22290,BODO,NO,67.283333,14.383333
22295,LAKSELV,NO,67.366667,15.6
22320,FAUSKE,NO,67.25,15.366667
22350,ROGNAN,NO,67.1,15.416667
22520,ORNES,NO,66.866667,13.716667
22540,GLOMFJORD,NO,66.816667,13.983333
22750,SANDNESSJOEN,NO,66.016667,12.633333
22760,MO INLET,NO,66.316667,14.133333
20910,KVALSUND,NO,70.5,23.983333
20200,PORT MOLLER,US,55.983333,-160.566667
20210,PORT HEIDEN,US,56.883333,-158.7
20220,PILOT POINT,US,57.566667,-157.6
20230,UGASHIK,US,57.533333,-157.416667
20240,EGEGIK,US,58.2,-157.366667
20250,NAKNEK,US,58.716667,-157.016667
20270,KOGGIUNG,US,58.966667,-156.916667
20280,EKUK,US,58.816667,-158.566667
51280,AMPENAN,ID,-8.566667,116.066667
51350,WAINGAPU,ID,-9.633333,120.216667
10550,NUEVA GERONA,CU,21.916667,-82.8
10580,GEORGETOWN,KY,19.3,-81.383333
10585,CAYMAN BRAC,KY,19.75,-79.75
51870,STAGEN,ID,-3.3,116.15
51910,SAMPIT,ID,-2.516667,113
52065,BITUNG,ID,1.433333,125.183333
52220,LUWUK,ID,-0.95,122.8
19000,MASSET HARBOR,CA,54.016667,-132.15
19030,PORT CLEMENTS,CA,53.683333,-132.183333
19050,QUEEN CHARLOTTE,CA,53.25,-132.083333
19055,ALLIFORD BAY,CA,53.216667,-131.983333
19090,HYDER,US,55.916667,-130
19100,HIDDEN INLET,US,54.95,-130.333333
18630,LYALL HARBOR,CA,48.8,-123.2
18650,HOPE BAY,CA,48.8,-123.283333
18660,SIDNEY,CA,48.65,-123.383333
17940,ROCHE  HARBOR,US,48.616667,-123.166667
17990,ORCAS,US,48.6,-122.933333
18040,ANACORTES,US,48.516667,-122.616667
18050,BELLINGHAM,US,48.75,-122.5
18055,CHERRY POINT,US,48.866667,-122.75
18060,SEMIAHMOO,US,48.983333,-122.766667
18070,BLAINE,US,49,-122.75
18090,STEVESTON,CA,49.133333,-123.183333
18100,NEW WESTMINSTER,CA,49.2,-122.916667
18110,FRASER MILLS,CA,49.216667,-122.866667
18130,PORT COQUITLAM,CA,49.266667,-122.783333
18140,MISSION CITY,CA,49.116667,-122.25
18150,VANCOUVER,CA,49.283333,-123.116667
18160,PORT MOODY,CA,49.283333,-122.883333
18210,SQUAMISH,CA,49.683333,-123.15
18235,PORT MELLON,CA,49.516667,-123.483333
18330,WESTVIEW,CA,49.833333,-124.516667
18340,POWELL RIVER,CA,49.866667,-124.533333
18441,DUNCAN BAY,CA,50.066667,-125.283333
18450,CAMPBELL RIVER,CA,50.016667,-124.233333
20290,CLARKS POINT,US,58.85,-158.55
20300,DILLINGHAM,US,59.033333,-158.483333
20305,PLATINUM,US,59.016667,-161.833333
20310,BETHEL,US,60.816667,-161.716667
20320,NASH HARBOR,US,60.2,-166.983333
20330,KWIGUK,US,62.733333,-164.466667
20340,KOTLIK,US,63.033333,-163.55
20350,HAMILTON,US,62.9,-163.916667
20360,ST MICHAEL,US,63.483333,-162.033333
20370,UNALAKLEET,US,63.883333,-160.783333
20390,SOLOMON,US,64.55,-164.4
20400,NOME,US,64.5,-165.416667
20410,GRANTLEY HARBOR,US,65.266667,-166.333333
20420,SAVOONGA,US,63.683333,-170.4
20425,SHISHMAREF,US,66.25,-166.083333
20430,DEERING,US,66.083333,-162.733333
20450,KOTZEBUE,US,66.916667,-162.583333
9995,CLIFTON PIER,BS,25,-77.55
10010,MATTHEW TOWN,BS,20.95,-73.683333
10020,GRAND TURK,TC,21.433333,-71.15
10080,CABANAS,CU,23,-82.966667
10090,MARIEL,CU,22.983333,-82.75
10100,BAHAI DE LA HABANA,CU,23.133333,-82.366667
10120,CARDENAS,CU,23.05,-81.2
10130,ISABELA DE SAGUA,CU,22.95,-80
10150,NUEVITAS BAY,CU,21.55,-77.266667
10230,ANTILLA,CU,20.833333,-75.733333
10250,FELTON,CU,20.733333,-75.6
10260,NICARO,CU,20.716667,-75.55
9160,TEXAS CITY,US,29.383333,-94.916667
9170,BAYTOWN,US,29.733333,-95.016667
9210,NORSWORTHY,US,29.733333,-95.2
9220,PASADENA,US,29.716667,-95.216667
9230,SINCO,US,29.716667,-95.233333
9240,HOUSTON,US,29.75,-95.283333
9250,FREEPORT,US,28.95,-95.333333
9260,PALACIOS,US,28.683333,-96.216667
9270,PORT LAVACA,US,28.616667,-96.616667
18460,COMOX HARBOR,CA,49.666667,-124.916667
18518,NANOOSE HARBOR,CA,49.266667,-124.15
18520,NANAIMO,CA,49.166667,-123.933333
18525,HARMAC,CA,49.133333,-123.85
18560,CHEMAINUS,CA,48.933333,-123.716667
18570,CROFTON,CA,48.866667,-123.633333
18580,COWICHAN BAY,CA,48.75,-123.616667
18600,GANGES,CA,48.85,-123.483333
17920,FRIDAY HARBOR,US,48.533333,-123.016667
16880,WESTPORT,US,46.133333,-123.383333
16890,RAINIER,US,46.083333,-122.933333
16900,LONGVIEW,US,46.133333,-122.933333
16920,KALAMA,US,46.016667,-122.85
16930,ST HELENS,US,45.866667,-122.8
16940,PORTLAND,US,45.516667,-122.666667
16950,VANCOUVER,US,45.633333,-122.683333
16960,CAMAS,US,45.583333,-122.4
7890,PORT SOCONY,US,40.55,-74.25
7895,BAYWAY,US,40.633333,-74.2
7900,GRASSELLI,US,40.616667,-74.2
7910,CARTERET,US,40.583333,-74.216667
7920,CHROME,US,40.566667,-74.216667
7930,PORT READING,US,40.566667,-74.233333
7940,SEWAREN,US,40.55,-74.25
7950,MAURER,US,40.533333,-74.25
7960,PERTH AMBOY,US,40.5,-74.266667
7970,SAYREVILLE,US,40.466667,-74.366667
7980,SOUTH AMBOY,US,40.483333,-74.266667
7990,LEONARDO,US,40.433333,-74.066667
8000,BARNEGAT,US,39.766667,-74.1
8020,ATLANTIC CITY,US,39.366667,-74.416667
8025,SALEM NJ,US,39.666667,-75.483333
8030,NEW CASTLE,US,39.65,-75.566667
8040,DEEPWATER POINT,US,39.7,-75.516667
8050,WILMINGTON,US,39.733333,-75.55
8070,MARCUS HOOK,US,39.816667,-75.416667
8080,CHESTER,US,39.85,-75.35
7625,CITY ISLAND,US,40.85,-73.783333
7210,GLOUCESTER,US,42.6,-70.666667
7220,BEVERLY,US,42.533333,-70.883333
7225,SALEM,US,42.516667,-70.883333
7230,MARBLEHEAD,US,42.5,-70.85
7240,LYNN,US,42.45,-70.95
7250,BOSTON,US,42.35,-71.05
7260,QUINCY,US,42.25,-70.966667
7270,SCITUATE,US,42.2,-70.716667
9280,PORT OCONNOR,US,28.45,-96.4
9290,ROCKPORT,US,28.016667,-97.05
9300,CORPUS CHRISTI,US,27.816667,-97.4
9310,PORT ARANSAS,US,27.833333,-97.05
9320,PORT INGLESIDE,US,27.816667,-97.183333
9330,PORT ISABEL,US,26.083333,-97.2
9340,BROWNSVILLE,US,25.95,-97.4
9360,TAMPICO,MX,22.216667,-97.866667
9380,VERACRUZ,MX,19.2,-96.133333
9395,CAYO ARCAS TERMINAL,MX,20.166667,-91.983333
9405,COATZACOALCOS,MX,18.15,-94.416667
9420,MINATITLAN,MX,17.9,-94.583333
46553,ESTRELA OIL FIELD,AO,-6.45,12.4
46691,NORTH POINT,SH,-7.883333,-14.366667
11782,SALINA,BQ,12.083333,-68.283333
11821,SINT MICHELSBAAI,CW,12.133333,-69.016667
11901,COVENAS OFFSHORE TERM.,CO,9.5,-75.733333
12230,EL GUAMACHE,VE,10.9,-64.1
12491,VILA DO CONDE,BR,-1.55,-48.75
12661,GUAMARE OIL TERMINAL,BR,-4.866667,-36.283333
46171,UKPOKITI MARINE TERMINAL,NG,5.716667,4.833333
13965,SAN SEBASTIAN BAY,AR,-53.166667,-68.5
13981,VILLA CONSTITUCION,AR,-33.3,-60.333333
14075,PUERTO WILLIAMS,CL,-54.933333,-67.6
14671,CALETA PATILLOS,CL,-20.733333,-70.2
53133,JAYAPURA,ID,-2.533333,140.716667
15645,ACAJUTLA OFFSHORE TERMINAL,SV,13.583333,-89.866667
51440,DILI,TL,-8.533333,125.583333
51400,KUPANG,ID,-10.166667,123.583333
15423,VACAMONTE,PA,8.866667,-79.666667
10280,CAYO MOA GRANDE,CU,20.666667,-74.9
34390,NEW ROSS,IE,52.383333,-6.95
34190,CASTLETOWN BEARHAVEN,IE,51.65,-9.916667
7280,PLYMOUTH,US,41.95,-70.666667
7290,PROVINCETOWN,US,42.05,-70.183333
7310,HYANNIS,US,41.65,-70.283333
7315,HYANNIS PORT,US,41.633333,-70.3
7320,FALMOUTH,US,41.55,-70.616667
7330,NANTUCKET,US,41.283333,-70.1
7340,EDGARTOWN,US,41.383333,-70.5
7350,VINEYARD HAVEN,US,41.45,-70.6
7360,WOODS HOLE,US,41.516667,-70.666667
7370,NEW BEDFORD,US,41.633333,-70.916667
7380,NEWPORT,US,41.5,-71.333333
7400,FALL RIVER,US,41.7,-71.166667
7405,TIVERTON,US,41.633333,-71.216667
7410,BRISTOL,US,41.666667,-71.266667
7420,PROVIDENCE,US,41.8,-71.4
7430,QUONSET POINT,US,41.583333,-71.4
7440,DAVISVILLE DEPOT,US,41.616667,-71.4
46485,TAKULA TERMINAL,AO,-5.216667,11.783333
47625,ANTSOHIM BONDRONA,MG,-13.083333,48.833333
46292,KOME KRIBI 1 MARINE TERMINAL,CM,2.916667,9.8
46262,LIMBOH TERMINAL,CM,3.983333,9.15
46335,CEIBA TERMINAL,GQ,1.416667,9.233333
46340,COGO,GQ,1.083333,9.7
46310,SERPENTINA TERMINAL,GQ,3.8,8.083333
45036,SIDON/ZAHRANI TERMINAL,LB,33.533333,35.316667
44808,ANTALYA OFFSHORE TERMINAL,TR,36.816667,30.6
44542,BOTAS NATURAL GAS TERMINAL,TR,41,27.983333
44802,BOTAS DORTYOL OIL TERMINAL,TR,36.866667,36.133333
44801,TOROS GUBRE,TR,36.916667,35.966667
44803,YAKACIK,TR,36.716667,36.183333
42327,CHALKIS,GR,38.466667,23.6
44804,DELTA TERMINAL,TR,36.85,36.166667
44740,DIKILI,TR,39.016667,26.816667
44622,GEBZE,TR,40.766667,29.55
44751,GULLUK,TR,37.25,27.616667
44603,YARIMCA,TR,40.8,29.7
44210,GELENDZHIK,RU,44.55,38.066667
43566,CERNAVODA,RO,44.333333,28.05
43558,BASARABI,RO,44.166667,28.433333
34200,KILRUSH,IE,52.633333,-9.5
18792,GOLD RIVER,CA,49.683333,-126.116667
23139,STURA,NO,60.616667,4.85
25700,SANDARNE,SE,61.266667,17.183333
26720,DOMSJO,SE,63.266667,18.733333
26880,OBBOLA,SE,63.7,20.333333
27535,VEITSILUOTO,FI,65.7,24.616667
27740,PORI,FI,61.483333,21.8
27990,PARGAS,FI,60.283333,22.066667
29455,NYKOBING (MOR),DK,56.766667,11.866667
29546,GULFHAVEN,DK,55.2,11.266667
2975,CONTRECOUR,CA,45.883333,-73.2
1335,GOOSE BAY,CA,53.366667,-60.3
43155,AYIOS NIKOLAOS,GR,35.2,25.716667
43340,GEMLIK,TR,40.416667,29.116667
12650,PORTO DE MUCURIPE,BR,-3.716667,-38.483333
12690,NATAL,BR,-5.783333,-35.2
12760,PORT DE ARACAJU,BR,-10.916667,-37.05
12770,PORT DE SALVADOR,BR,-12.966667,-38.516667
12850,VITORIA,BR,-20.316667,-40.333333
12855,TUBARAO,BR,-20.283333,-40.25
12920,RIO DE JANEIRO,BR,-22.9,-43.166667
12930,NITEROI,BR,-22.883333,-43.116667
12980,PARANAGUA,BR,-25.5,-48.516667
13000,SAO FRANCISCO,BR,-26.25,-48.633333
13120,MONTEVIDEO,UY,-34.9,-56.216667
13140,COLONIA,UY,-34.466667,-57.85
13150,NUEVA PALMIRA,UY,-33.883333,-58.416667
13250,PUERTO DE ASUNCION,PY,-25.266667,-57.683333
13560,SANTA FE,AR,-31.65,-60.7
43565,DANUBE-BLACK SEA CANAL,RO,44.266667,28.183333
43562,MEDGIDIA,RO,44.25,28.266667
43568,MIDIA,RO,44.35,28.666667
43572,TULCEA,RO,45.166667,28.816667
43700,BELGOROD-DNESTROVSKY,UA,46.183333,30.366667
43677,DNIPRO-BUZKYY,UA,46.733333,31.883333
43673,PORT OKTYABRSK,UA,46.833333,31.933333
43747,UST-DUNAISK,UA,45.466667,29.7
42600,KAVALA,GR,40.933333,24.4
43334,ALIAGA,TR,38.833333,26.933333
43388,AMBARLI,TR,40.966667,28.7
43384,BORUSAN FERTILIZER JETTY,TR,40.416667,29.1
42420,KYMASSI,GR,38.833333,23.466667
42378,ASPROPIRGOS,GR,38.033333,23.6
42434,ACHLADI,GR,38.9,22.816667
42345,ASTAKOS,GR,38.483333,21.1
43093,AKRA KAVONISI,GR,35.516667,23.633333
52480,TELUK BEO,ID,4.233333,126.783333
52560,PATANI,ID,0.366667,128.75
52660,WAHAI,ID,-2.783333,129.5
53000,MIEI,ID,-2.733333,134.5
53020,TG. SORONG,ID,-0.883333,131.233333
50922,MERAK MAS TERMINAL,ID,-5.916667,105.983333
61380,TOKYO KO,JP,35.666667,139.75
36290,PONTRIEUX,FR,48.7,-3.15
36300,TREGUIER,FR,48.783333,-3.233333
36360,MORLAIX,FR,48.583333,-3.833333
36370,PORT DE ROSCOFF-BLOSCON,FR,48.733333,-3.983333
10770,KINGSTON,JM,17.966667,-76.783333
48650,BEDI,IN,22.516667,70.033333
5560,DALHOUSIE,CA,48.066667,-66.366667
1955,SEPT ILES,CA,50.2,-66.383333
1750,PORT DE ST PIERRE,PM,46.783333,-56.166667
1715,COME BY CHANCE HARBOR,CA,47.8,-54.016667
50730,BELAWAN,ID,3.783333,98.683333
45172,SIDI KERIR (KURAYR),EG,31.1,29.616667
51120,GRESIK,ID,-7.15,112.65
45080,HAIFA,IL,32.816667,35
45030,BAYRUT,LB,33.9,35.5
40500,BRINDISI,IT,40.65,17.983333
62635,PORT BERINGOVSKY,RU,63.066667,179.366667
45795,EL JADIDA,MA,33.25,-8.5
25360,GUSTAVSBERG,SE,59.316667,18.383333
25370,SANDHAMN,SE,59.283333,18.916667
25380,STOCKHOLM,SE,59.333333,18.05
25395,VASTERAS,SE,59.616667,16.55
25440,GRISSLEHAMN,SE,60.1,18.816667
25460,HALLSTAVIK,SE,60.05,18.583333
25480,HARGSHAMN,SE,60.183333,18.45
25550,SKUTSKAR,SE,60.65,17.4
24690,OSKARSHAMN,SE,57.266667,16.45
24720,FIGEHOLM,SE,57.366667,16.5
23830,MOSS,NO,59.45,10.666667
23835,SARPSBORG,NO,59.266667,11.1
23840,FREDRIKSTAD,NO,59.2,10.95
23850,HALDEN,NO,59.116667,11.383333
23870,STROMSTAD,SE,58.933333,11.166667
13610,SAN LORENZO,AR,-32.75,-60.733333
13630,ROSARIO,AR,-32.95,-60.633333
13670,SAN PEDRO,AR,-33.583333,-59.816667
13690,PUERTO IBICUY,AR,-33.75,-59.183333
13740,CONCEPCION DEL URUGUAY,AR,-32.483333,-58.233333
13760,BUENOS AIRES,AR,-34.6,-58.366667
13790,QUEQUEN,AR,-38.583333,-58.7
13800,PUERTO ROSALES,AR,-38.933333,-62.066667
20470,WAINWRIGHT,US,70.65,-160
20480,BARROW,US,71.283333,-156.783333
20483,PRUDHOE BAY,US,70.333333,-148.416667
20486,BERNARD HARBOR,US,70.133333,-143.633333
20491,TUKTOYAKTUK,CA,69.45,-133
20492,POLICE POINT,CA,70.183333,-124.75
20493,PAULATUK,CA,69.35,-124.083333
20494,PEARCE POINT,CA,69.816667,-122.75
20495,TYSOE POINT,CA,69.6,-120.75
20496,SACHS HARBOR,CA,71.966667,-125.25
20497,CAPE YOUNG,CA,68.933333,-116.933333
20498,BERNARD HARBOR,CA,68.783333,-114.766667
20499,LADY FRANKLIN POINT,CA,68.483333,-113.266667
20500,COPPERMINE,CA,67.8,-115.05
20510,CAMBRIDGE BAY,CA,69.116667,-105.066667
20520,RESOLUTE BAY,CA,74.683333,-95.9
20560,BARENTSBURG,XR,78.066667,14.233333
20570,LONGYEARBYEN,XR,78.2,15.7
20580,NY ALESUND,XR,78.916667,11.95
20650,KIRKENES,NO,69.733333,30.05
20690,VADSO,NO,70.066667,29.75
20695,BATSFJORDEN,NO,70.633333,29.733333
20700,VARDO,NO,70.366667,31.116667
20710,BERLEVAG,NO,70.866667,29.1
20740,KJOLLEFJORDEN,NO,70.95,27.333333
20800,HONNINGSVAG,NO,70.983333,26
20180,MASSACRE BAY,US,52.833333,173.233333
20190,VILLAGE COVE,US,57.133333,-170.266667
19740,SAN JUAN CANNERY,US,60.05,-148.066667
19750,LATOUCHE,US,60.05,-148.066667
19760,SEWARD,US,60.1,-149.433333
19770,PORT GRAHAM,US,59.35,-151.816667
19780,SELDOVIA,US,59.433333,-151.733333
19781,HOMER,US,59.6,-151.416667
19785,COAL POINT,US,59.6,-151.416667
61465,MIKAWA,JP,34.716667,137.3
48680,PORBANDAR,IN,21.633333,69.6
11000,SANTA BARBARA DE SAMANA,DO,19.2,-69.333333
10980,PUERTO PLATA,DO,19.8,-70.7
10960,PEPILLO SALCEDO,DO,19.7,-71.75
10930,CAP HAITIEN,HT,19.766667,-72.2
11370,PHILLIPSBURG,SX,18.016667,-63.05
11410,CHARLESTOWN,KN,17.133333,-62.633333
11625,GRAND CUL DE SAC BAY,LC,13.983333,-61.016667
16970,WASHOUGAL,US,45.583333,-122.35
16980,THE DALLES,US,45.6,-121.183333
17000,NAHCOTTA,US,46.5,-124.033333
17010,SOUTH BEND,US,46.666667,-123.783333
17020,RAYMOND,US,46.683333,-123.733333
17030,WILLAPA HARBOR,US,46.683333,-123.75
17040,WESTHAVEN COVE,US,46.916667,-124.116667
17050,BAY CITY,US,46.866667,-124.066667
17060,ABERDEEN,US,46.983333,-123.816667
17080,HOQUIAM,US,46.966667,-123.9
17090,LA PUSH,US,47.9,-124.633333
17100,NEAH BAY,US,48.366667,-124.616667
17110,SEKIU,US,48.266667,-124.3
17120,PORT ANGELES,US,48.116667,-123.433333
17160,PORT TOWNSEND,US,48.116667,-122.75
17170,GLEN COVE,US,48.083333,-122.783333
17190,HOODSPORT,US,47.416667,-123.133333
17230,PORT GAMBLE,US,47.85,-122.583333
17250,POULSBO,US,47.733333,-122.65
17260,KEYPORT,US,47.7,-122.616667
17320,WINSLOW,US,47.616667,-122.516667
17330,CREOSOTE,US,47.616667,-122.5
17350,FORT WARD,US,47.583333,-122.516667
17380,EAST BREMERTON,US,47.566667,-122.616667
17410,SILVERDALE,US,47.65,-122.7
17430,BREMERTON,US,47.566667,-122.65
17440,PORT ORCHARD,US,47.533333,-122.633333
17550,QUARTERMASTER HARBOR,US,47.383333,-122.466667
17650,SHELTON,US,47.216667,-123.1
17660,OLYMPIA,US,47.05,-122.9
17670,NISQUALLY HEAD,US,47.116667,-122.75
17700,TACOMA,US,47.283333,-122.416667
23890,GREBBESTAD,SE,58.683333,11.266667
23900,FJALLBACKA,SE,58.6,11.283333
23905,BOVALLSTRAND,SE,58.483333,11.333333
23910,HUNNEBOSTRAND,SE,58.433333,11.3
23970,LYSEKIL,SE,58.266667,11.433333
23990,UDDEVALLA,SE,58.35,11.916667
24010,MARSTRAND,SE,57.883333,11.583333
24020,GOTEBORG,SE,57.7,11.966667
24030,VARBERG,SE,57.116667,12.25
24040,FALKENBERG,SE,56.9,12.5
24050,HALMSTAD,SE,56.666667,12.866667
24100,HOGANAS,SE,56.2,12.55
24120,HELSINGBORG,SE,56.05,12.7
24180,LANDSKRONA,SE,55.866667,12.833333
24210,MALMO,SE,55.616667,13
24220,LIMHAMN,SE,55.583333,12.933333
24250,TRELLEBORG,SE,55.366667,13.15
24260,YSTAD,SE,55.433333,13.833333
24280,SIMRISHAMN,SE,55.55,14.366667
24300,AHUS,SE,55.933333,14.316667
24310,SOLVESBORG,SE,56.05,14.583333
24370,KARLSHAMN,SE,56.166667,14.866667
24440,RONNEBY,SE,56.183333,15.3
24460,KARLSKRONA,SE,56.166667,15.6
24530,BERGKVARA,SE,56.383333,16.1
24570,KALMAR,SE,56.666667,16.366667
24635,STORA JATTERSON,SE,57.1,16.566667
23823,TOFTE,NO,59.55,10.566667
23829,KAMBO,NO,59.466667,10.683333
23355,HUSNES,NO,59.866667,5.766667
11620,VIEUX FORT,LC,13.716667,-60.966667
11630,CASTRIES,LC,14.016667,-61
11690,BRIDGETOWN,BB,13.1,-59.633333
11700,SCARBOROUGH,TT,11.183333,-60.733333
11710,CHAGUARAMAS,TT,10.683333,-61.65
11725,POINT LISAS PORT,TT,10.383333,-61.483333
11750,POINT LISAS INDUSTRIAL PORT,TT,10.4,-61.5
11760,BRIGHTON,TT,10.25,-61.633333
11770,POINT FORTIN,TT,10.2,-61.7
19788,NINILCHIK,US,60.05,-151.683333
19790,KENAI,US,60.55,-151.266667
19795,NIKISKI,US,60.683333,-151.4
19800,ANCHORAGE,US,61.216667,-149.9
19805,DRIFT RIVER,US,60.55,-152.133333
19807,SNUG HARBOR,US,60.1,-152.583333
19810,OUZINKIE,US,57.916667,-152.5
19820,KODIAK,US,57.783333,-152.4
19830,WOMENS BAY,US,57.716667,-152.516667
19840,PORT HOBRON,US,57.166667,-153.166667
19850,MCCORD,US,57.15,-153.2
19860,THREE SAINTS BAY,US,57.116667,-153.5
19870,TRAP POINT,US,57,-154.15
19880,LAZY BAY,US,56.9,-154.25
19890,KARLUK,US,57.566667,-154.45
19900,UYAK,US,57.633333,-154
19910,LARSEN BAY,US,57.533333,-153.983333
19920,PORT OBRIEN,US,57.733333,-153.316667
9490,CIUDAD DEL CARMEN,MX,18.633333,-91.866667
9510,PROGRESO,MX,21.283333,-89.666667
9550,SAN MIGUEL DE COZUMEL,MX,20.5,-86.966667
9620,PUERTO BARRIOS,GT,15.733333,-88.6
9625,SANTO THOMAS DE CASTILLA,GT,15.7,-88.616667
9650,PUERTO CORTES,HN,15.833333,-87.95
9660,TELA,HN,15.783333,-87.45
9670,LA CEIBA,HN,15.783333,-86.8
9680,TRUJILLO,HN,15.916667,-85.95
9690,PUERTO CASTILLA,HN,16,-85.983333
9100,PORT NECHES,US,30,-93.95
9140,BEAUMONT,US,30.083333,-94.083333
9150,GALVESTON,US,29.316667,-94.783333
8580,JACKSONVILLE,US,30.316667,-81.65
8590,ST AUGUSTINE,US,29.9,-81.316667
8595,CANAVERAL HARBOR,US,28.7,-80.616667
8600,FORT PIERCE,US,27.466667,-80.316667
8610,PALM BEACH,US,26.766667,-80.05
8630,PORT EVERGLADES,US,26.1,-80.116667
8640,MIAMI,US,25.783333,-80.183333
8660,KEY WEST,US,24.55,-81.816667
8665,BOCA GRANDE,US,26.7,-82.333333
17730,SEATTLE,US,47.6,-122.333333
17750,POINT WELLS,US,47.783333,-122.4
17760,EDWARDS POINT,US,47.8,-122.4
17780,MUKILTEO,US,47.95,-122.3
17790,EVERETT,US,48,-122.216667
17840,COUPEVILLE,US,48.233333,-122.683333
17900,RICHARDSON,US,48.45,-122.9
16840,WARRENTON,US,46.166667,-123.916667
16850,ASTORIA,US,46.2,-123.833333
16870,TONGUE POINT,US,46.2,-123.75
16300,SAN FRANCISCO,US,37.816667,-122.416667
16310,YERBABUENA ISLAND,US,37.816667,-122.366667
16320,REDWOOD CITY,US,37.533333,-122.2
16330,ALAMEDA,US,37.783333,-122.266667
16340,OAKLAND,US,37.816667,-122.333333
16360,BERKELEY,US,37.866667,-122.3
16370,POINT RICHMOND,US,37.916667,-122.366667
7450,MONTAUK HARBOR,US,41.066667,-71.933333
7460,GREENPORT,US,41.1,-72.366667
7470,STONINGTON,US,41.333333,-71.9
7480,NOANK,US,41.316667,-71.983333
7490,MYSTIC,US,41.35,-71.966667
7500,NEW LONDON,US,41.35,-72.083333
7510,NORWICH,US,41.516667,-72.083333
7520,ESSEX,US,41.35,-72.383333
7550,NEW HAVEN,US,41.233333,-72.916667
7560,PORT JEFFERSON,US,40.95,-73.083333
